,GamesPlayed,WinRate,WinGoldDiff,WinKP,WinDP,WinGoldShare,WinDmgShare,WinDmgRate,WinCSRate,WinTime,WinningestRole,WinningestChampion,LoseGoldDiff,LoseKP,LoseDP,LoseGoldShare,LoseDmgShare,LoseDmgRate,LoseCSRate,LoseTime,LosingestRole,LosingestChampion
iamJAR1,61,45.9,617.6428571428571,39.66571428571428,23.343214285714286,19.744642857142853,18.51071428571429,563.8067857142858,4.063928571428571,29.206071428571427,SOLOMID,Talon,-1225.939393939394,41.82818181818182,19.275454545454547,19.694848484848485,16.73151515151515,410.2572727272728,2.877575757575757,29.527575757575757,SOLOMID,Talon
Froo,74,52.7,1856.7435897435898,53.56230769230769,22.642820512820517,19.08717948717949,23.894102564102564,719.7392307692309,3.4612820512820517,28.594871794871796,SOLOMID,Brand,-1714.3428571428572,51.295428571428566,20.028571428571425,19.50057142857143,24.579714285714285,687.8794285714284,3.657428571428571,30.837142857142855,SOLOMID,Brand
BobPatel,80,53.75,1502.1627906976744,45.78790697674418,17.197209302325582,20.652558139534886,22.233023255813954,678.2944186046512,5.506511627906976,29.72348837209302,SOLOMID,Yasuo,-1185.4864864864865,41.57594594594594,18.593243243243247,21.29837837837837,23.874594594594594,562.0889189189188,5.352162162162161,28.821621621621624,SOLOMID,Yasuo
Centrickz,47,51.06,2069.3333333333335,46.432916666666664,26.199166666666667,19.491249999999997,16.16875,465.27375,3.3058333333333336,28.469166666666666,DUO_CARRYBOTTOM,Pyke,-887.8695652173913,44.859565217391314,21.69478260869565,18.53608695652174,13.943913043478258,357.2117391304348,2.5595652173913037,29.555217391304346,DUO_SUPPORTBOTTOM,Pyke
ElementalHero DD,77,49.35,3152.657894736842,47.70947368421053,18.900000000000002,23.400263157894738,26.359736842105264,829.8418421052633,5.9028947368421045,30.3721052631579,DUO_CARRYBOTTOM,Ezreal,-611.7692307692307,47.533333333333324,19.48333333333333,22.823076923076922,26.60076923076923,667.7689743589744,4.942307692307693,29.35128205128205,SOLOMID,Ezreal
Biteth3bullet,76,43.42,1641.969696969697,48.097272727272724,19.600303030303028,20.778787878787877,19.44818181818182,581.3545454545455,4.822424242424243,29.434545454545457,DUO_CARRYBOTTOM,MissFortune,-1752.4883720930231,48.244883720930225,23.240232558139535,20.477441860465117,19.802325581395348,481.36953488372086,4.071627906976745,29.96186046511628,DUO_CARRYBOTTOM,Ryze
EGuinand,87,56.32,2542.612244897959,53.24714285714286,13.794285714285714,21.94918367346939,21.835714285714282,682.5532653061225,5.218571428571428,32.630204081632655,DUO_CARRYBOTTOM,Jhin,-1409.4473684210527,53.2,15.617894736842103,22.648684210526316,22.12157894736842,541.9784210526316,5.112631578947369,30.392368421052634,DUO_CARRYBOTTOM,Jhin
Treezus Christ,65,33.85,203.95454545454547,38.81409090909091,17.49681818181818,18.350454545454546,17.23818181818182,533.1077272727272,4.841363636363637,30.06318181818182,SOLOTOP,Maokai,-2656.8837209302324,38.12372093023256,18.746976744186043,18.68046511627907,15.52093023255814,355.1048837209302,3.5948837209302327,29.772558139534883,SOLOTOP,Maokai
KohPanda,72,48.61,2385.5714285714284,42.32542857142857,19.579428571428572,22.081142857142858,23.021714285714285,687.2282857142858,4.998571428571428,27.27914285714286,SOLOMID,Yasuo,-1215.1351351351352,47.52351351351352,19.457027027027028,21.025405405405404,23.921081081081077,591.9356756756756,4.138108108108108,28.943243243243238,SOLOMID,Yasuo
Urve,76,38.16,418.2068965517241,42.73758620689655,19.998965517241377,20.153793103448276,17.002413793103447,550.1872413793103,4.797241379310346,29.7796551724138,DUO_CARRYBOTTOM,Aphelios,-2290.425531914894,46.35170212765958,19.894680851063832,20.495744680851065,19.074042553191486,461.87127659574463,5.000425531914894,28.01808510638298,DUO_CARRYBOTTOM,Aphelios
Judai,80,50.0,947.575,49.9295,15.788,15.60775,10.44075,305.93375,2.1905,30.303250000000002,DUO_SUPPORTBOTTOM,Braum,-1624.625,47.779250000000005,18.567,16.68875,12.79125,318.92600000000004,2.842,29.63025,DUO_SUPPORTBOTTOM,Braum
Ascherict,85,51.76,146.25,41.636818181818185,22.872272727272726,16.015,15.503409090909088,469.3195454545455,2.4277272727272723,30.74886363636364,DUO_SUPPORTBOTTOM,Brand,-2675.829268292683,39.97609756097561,21.8890243902439,16.661951219512197,17.59414634146341,396.1953658536585,2.371707317073171,28.298292682926824,DUO_SUPPORTBOTTOM,Brand
StormTempest,85,49.41,922.8809523809524,48.36119047619048,19.023571428571433,19.771428571428576,21.549999999999997,666.0780952380952,4.5911904761904765,29.68738095238095,SOLOMID,Zed,-2205.3488372093025,47.300465116279064,22.3746511627907,20.40418604651163,20.38348837209302,515.319534883721,4.280232558139535,29.513720930232555,SOLOMID,Zed
IoniaQueen,74,51.35,994.3947368421053,42.64131578947368,19.984473684210524,18.791842105263157,16.00605263157895,505.527105263158,2.5278947368421054,31.638947368421046,NONEJUNGLE,Rammus,-2400.9166666666665,41.27638888888889,22.707777777777782,18.165,16.058888888888887,410.6069444444444,2.238055555555556,29.82222222222222,NONEJUNGLE,Rammus
Timiche,77,59.74,3890.978260869565,51.847173913043484,20.936304347826088,22.935869565217395,28.20978260869565,885.9378260869566,4.865434782608696,29.87826086956521,SOLOMID,Zed,-333.06451612903226,49.391935483870974,22.288709677419355,21.84774193548387,22.550967741935484,604.5629032258064,3.54483870967742,31.511612903225807,SOLOMID,Pyke
Cryoshock,85,57.65,2348.7755102040815,55.80367346938776,12.172857142857142,21.939387755102047,27.32102040816327,832.7830612244898,4.920408163265306,30.807551020408162,DUO_CARRYBOTTOM,Ezreal,-777.6111111111111,51.43944444444444,13.833888888888888,22.08527777777778,26.101666666666667,654.5483333333333,5.315277777777777,31.137500000000003,DUO_CARRYBOTTOM,Ezreal
ValhallaWolf,72,43.06,982.9677419354839,46.53709677419355,19.974516129032256,19.626129032258063,19.480322580645165,608.661935483871,2.6874193548387093,30.827096774193553,NONEJUNGLE,MasterYi,-2343.9756097560976,49.4409756097561,19.68365853658537,20.088048780487807,21.1390243902439,528.5675609756098,3.312439024390243,30.643658536585374,NONEJUNGLE,Warwick
DyreWoIf,76,47.37,2055.6388888888887,45.91777777777778,18.704166666666666,20.17138888888889,19.43166666666667,571.1738888888889,3.8077777777777775,29.16666666666666,SOLOMID,Mordekaiser,-945.375,50.667500000000004,18.933249999999997,21.25325,20.404000000000003,496.04050000000007,3.2630000000000003,30.137999999999998,SOLOMID,Mordekaiser
frostybones,78,50.0,2401.7179487179487,50.13153846153846,20.386923076923075,18.075128205128205,21.266153846153845,650.006923076923,1.864615384615385,31.063589743589745,DUO_SUPPORTBOTTOM,Brand,-869.7435897435897,50.72307692307693,20.153333333333332,18.800256410256413,20.566153846153846,549.3838461538461,2.2915384615384617,30.68948717948718,DUO_SUPPORTBOTTOM,Lux
Beatingu,76,48.68,1926.837837837838,48.159189189189185,16.002702702702702,20.496756756756756,18.235135135135135,591.8527027027026,2.9689189189189187,29.987297297297303,NONEJUNGLE,DrMundo,-2421.2051282051284,44.15692307692307,21.612820512820516,19.609487179487182,18.865897435897434,476.08615384615376,3.297692307692308,28.336923076923075,NONEJUNGLE,DrMundo
FirestormXL,79,53.16,792.0238095238095,54.88809523809523,16.580476190476194,15.104999999999999,13.999523809523808,458.89476190476176,0.5700000000000001,31.46309523809524,DUO_SUPPORTBOTTOM,Yuumi,-1809.4324324324325,45.88297297297297,18.91783783783784,15.209189189189185,13.938648648648648,367.86621621621623,0.7132432432432433,30.828378378378375,DUO_SUPPORTBOTTOM,Yuumi
aml15,76,46.05,875.8285714285714,31.990000000000002,21.983428571428572,20.168,19.391714285714286,618.2974285714284,5.4788571428571435,31.573428571428565,SOLOTOP,Urgot,-2225.121951219512,29.00365853658537,21.0390243902439,20.201219512195124,18.523658536585366,470.7165853658537,5.066829268292683,29.785365853658536,SOLOTOP,Urgot
Nobodyyyyyyy,75,53.33,664.225,47.81850000000001,13.357499999999998,19.679750000000002,13.904749999999998,424.717,1.3815,31.353500000000004,NONEJUNGLE,MonkeyKing,-1659.3142857142857,51.22628571428571,17.52657142857143,19.969428571428573,15.007714285714286,365.8542857142857,1.6097142857142859,30.36828571428572,NONEJUNGLE,MonkeyKing
Self Destruct,78,47.44,2719.4594594594596,54.32351351351351,19.772162162162164,22.521891891891894,20.83729729729729,580.2008108108108,1.6764864864864863,28.9827027027027,NONEJUNGLE,MasterYi,-2430.0731707317073,51.31951219512195,21.194878048780488,20.334634146341465,18.384390243902438,433.1234146341463,2.0314634146341466,29.408048780487807,NONEJUNGLE,MasterYi
Hetsuka,45,46.67,347.3809523809524,51.08190476190477,20.819523809523808,17.83952380952381,11.444761904761904,346.2204761904762,0.6833333333333333,29.79380952380952,NONEJUNGLE,JarvanIV,-2100.5416666666665,58.1025,21.712500000000002,19.006666666666664,12.953333333333333,324.3945833333333,0.815,31.01875,NONEJUNGLE,JarvanIV
Kvothe Complex,73,45.21,897.5757575757576,41.810909090909085,14.334545454545454,18.85121212121212,20.16121212121212,613.73,4.236060606060605,30.59363636363636,SOLOTOP,Malphite,-2341.325,41.37025,18.09325,19.50875,22.9715,585.3977500000001,4.0635,29.716250000000002,SOLOMID,Garen
ImBADatDISGAM3,80,51.25,1043.0,45.206585365853655,15.913658536585364,20.236097560975608,20.739512195121954,623.5180487804878,4.8565853658536575,32.32341463414634,SOLOMID,Irelia,-2321.153846153846,44.582564102564106,16.407948717948717,20.54615384615385,20.61205128205128,502.14102564102564,4.674358974358975,30.670256410256414,SOLOTOP,Irelia
AnakinSkywalkerr,79,48.1,927.1842105263158,45.41947368421053,18.879736842105263,19.064473684210526,22.91605263157895,688.7555263157894,4.451842105263157,29.42394736842105,SOLOMID,Xerath,-1944.9024390243903,50.99780487804879,20.55951219512195,20.727804878048783,25.419999999999995,651.3424390243903,4.017073170731707,28.733414634146346,SOLOMID,Fizz
Ni De Xiao Ke Ai,72,45.83,894.6363636363636,49.374848484848485,14.118181818181817,18.78151515151515,14.198787878787881,404.45363636363635,2.234545454545454,30.023939393939397,NONEJUNGLE,LeeSin,-1570.179487179487,53.919487179487184,16.387179487179488,19.528205128205126,15.838974358974363,415.53333333333325,2.5166666666666666,30.791794871794874,NONEJUNGLE,LeeSin
Fatty the quick,76,50.0,1355.4736842105262,49.566315789473684,16.67710526315789,19.407105263157895,21.62157894736842,608.5060526315789,4.220526315789474,29.54842105263158,SOLOMID,Mordekaiser,-1069.1052631578948,47.90368421052632,16.792631578947372,19.47184210526316,19.258421052631576,479.46500000000015,3.8239473684210536,31.81131578947369,SOLOMID,Zed
ShortAnSweet,76,51.32,583.1282051282051,50.02051282051281,17.466410256410253,17.657179487179484,16.035641025641024,486.70794871794874,2.7789743589743585,30.31333333333333,DUO_CARRYBOTTOM,Nami,-2358.2432432432433,49.832972972972975,19.641351351351346,17.214864864864865,16.518648648648647,413.55135135135134,2.4024324324324327,31.41270270270271,DUO_SUPPORTBOTTOM,Nami
oO LovE Lin Oo,80,57.5,1029.8695652173913,51.514565217391315,16.733695652173914,18.156739130434786,19.117608695652173,607.3173913043479,3.485217391304347,32.714999999999996,SOLOMID,Lux,-2909.5882352941176,50.078823529411764,18.018529411764707,19.095588235294116,21.293235294117647,529.6164705882353,4.016176470588235,29.692352941176473,SOLOMID,Lux
Mr Wild Heart,36,44.44,2557.5625,46.76375,14.053125,16.541874999999997,11.838750000000001,323.814375,1.041875,26.766875,DUO_SUPPORTBOTTOM,Zilean,-1350.75,47.37599999999999,17.229,15.3095,11.356,291.62500000000006,1.066,30.781499999999994,DUO_SUPPORTBOTTOM,Thresh
Ushirode Kiruka,47,46.81,1796.4545454545455,45.97,22.05636363636364,17.007727272727273,12.60090909090909,384.8118181818182,2.5650000000000004,29.448181818181812,DUO_SUPPORTBOTTOM,Thresh,-1856.36,40.3768,17.3816,16.6576,11.6032,294.5308,2.7207999999999997,28.821600000000004,DUO_SUPPORTBOTTOM,Thresh
iwaantlp,78,46.15,1628.7222222222222,48.955000000000005,17.731111111111108,20.808611111111112,22.28805555555555,653.7063888888889,4.47138888888889,29.643611111111106,SOLOMID,LeeSin,-1186.6666666666667,45.73404761904762,18.43642857142857,21.554285714285715,22.893333333333334,593.2521428571429,5.351190476190475,31.388809523809527,SOLOMID,Ryze
WOLFPACK Ares,75,46.67,3726.885714285714,50.05828571428572,23.185294117647057,23.06257142857143,25.062,737.0494285714285,3.9637142857142855,28.686285714285713,NONEJUNGLE,Nocturne,-390.45,48.21725,20.56925,22.7575,24.081,640.2985000000001,4.85,30.180500000000002,SOLOMID,Nocturne
ChrisStephenHP,72,54.17,947.1282051282051,53.69102564102565,16.879487179487175,17.406410256410254,15.211538461538462,459.02897435897427,2.735897435897436,30.239743589743593,DUO_SUPPORTBOTTOM,Galio,-1835.5454545454545,49.55545454545455,16.844242424242424,18.47151515151515,18.873636363636365,505.56666666666666,3.6066666666666665,32.155757575757576,DUO_SUPPORTBOTTOM,Ziggs
JDJSalinger,64,45.31,1151.551724137931,50.93103448275862,15.070344827586206,14.883103448275861,7.993793103448275,220.7924137931035,1.1093103448275863,29.71655172413793,DUO_SUPPORTBOTTOM,Thresh,-1444.2285714285715,51.496,17.210571428571427,14.974857142857143,9.370571428571427,215.6697142857143,1.3219999999999996,30.54742857142857,DUO_SUPPORTBOTTOM,Thresh
PapaDruu,81,48.15,1471.2820512820513,52.21384615384616,18.715384615384618,21.04897435897436,22.524358974358975,708.8520512820512,5.2794871794871785,30.73282051282051,DUO_CARRYBOTTOM,Sivir,-810.0,46.88285714285714,18.603095238095236,21.241428571428575,24.312380952380952,612.1733333333333,5.34595238095238,29.518809523809523,DUO_CARRYBOTTOM,Sivir
VangXiong,78,50.0,1252.820512820513,50.237179487179496,25.187435897435897,20.160769230769233,23.446410256410253,739.8879487179487,4.780256410256411,29.383846153846154,SOLOMID,Xerath,-2504.641025641026,43.83512820512821,22.452820512820512,20.20948717948718,22.042564102564103,562.9994871794871,5.1005128205128205,28.56948717948718,SOLOMID,Yasuo
WatchThisRatSpin,75,42.67,1583.375,44.779062499999995,23.6921875,20.830312499999998,20.0009375,612.7759375,2.9603125,29.6725,NONEJUNGLE,Twitch,-2188.7906976744184,51.974186046511626,22.13813953488372,21.049999999999997,21.212093023255814,533.9558139534885,2.891162790697674,30.75906976744186,NONEJUNGLE,Twitch
Dubious Donger,67,49.25,644.7575757575758,39.78121212121212,11.66333333333333,19.6,15.06909090909091,440.02363636363634,3.9063636363636363,31.006060606060604,NONEJUNGLE,Volibear,-2613.1470588235293,40.25117647058824,20.795294117647057,19.613529411764706,15.727058823529413,392.91,3.3273529411764704,30.214117647058824,NONEJUNGLE,Volibear
MutrEagle,69,49.28,623.4705882352941,46.304117647058824,23.104705882352942,15.910588235294119,11.63764705882353,321.63382352941176,1.6179411764705882,27.980588235294114,DUO_SUPPORTBOTTOM,Leona,-2261.5714285714284,47.226,19.73371428571429,15.64342857142857,11.55857142857143,281.3522857142857,1.5479999999999998,30.064,DUO_SUPPORTBOTTOM,Nautilus
sdfkjhkxck,90,51.11,1208.4130434782608,50.69021739130434,25.46369565217391,19.05260869565217,19.707608695652176,619.8328260869565,3.82391304347826,29.891956521739136,DUO_CARRYBOTTOM,Diana,-2175.2954545454545,44.37863636363637,25.003636363636364,18.852045454545454,18.352954545454548,427.98681818181825,3.9552272727272726,28.82659090909091,DUO_CARRYBOTTOM,Kaisa
Best cat GG,73,53.42,1873.820512820513,41.427435897435906,14.096666666666666,21.029230769230768,18.34128205128205,576.0264102564104,5.74948717948718,32.30794871794871,SOLOTOP,Nasus,-1784.4705882352941,38.540882352941175,15.880882352941178,20.634705882352943,17.283823529411766,433.9732352941176,5.019411764705881,29.77205882352941,SOLOTOP,Nasus
Vynst,72,55.56,1233.2,49.346250000000005,13.16575,18.35875,16.729,488.96825000000007,2.74775,29.63775,DUO_CARRYBOTTOM,MissFortune,-2055.4375,49.407187500000006,17.0515625,18.8809375,16.4725,405.5921875,2.2196875,28.7484375,NONEJUNGLE,Leona
Zackz Calamity,65,55.38,1408.6944444444443,47.269722222222214,13.291944444444445,19.988333333333333,13.581388888888888,397.378888888889,1.696111111111111,29.06694444444444,NONEJUNGLE,Trundle,-1519.7586206896551,51.61034482758621,16.95448275862069,20.727931034482758,17.38758620689655,459.9293103448276,1.6134482758620687,30.87137931034483,NONEJUNGLE,Amumu
neat dude,77,51.95,1539.475,53.11824999999999,14.78425,17.793,14.9665,437.16774999999996,2.50675,29.8315,DUO_SUPPORTBOTTOM,Thresh,-1426.837837837838,55.34216216216216,18.307567567567567,17.727027027027027,15.700810810810816,405.35432432432435,2.497297297297298,30.547567567567572,DUO_SUPPORTBOTTOM,Thresh
MaGo444,74,48.65,2155.8333333333335,51.34916666666667,17.161388888888887,20.227222222222224,19.576111111111114,596.4077777777777,1.3216666666666668,30.068333333333335,NONEJUNGLE,Rengar,-1051.1842105263158,52.80105263157894,16.74578947368421,20.34315789473684,19.270789473684214,472.8747368421053,1.671578947368421,29.86157894736842,NONEJUNGLE,LeeSin
SmashinYaFam,67,50.75,2069.8529411764707,48.81647058823529,19.468235294117648,22.23058823529412,26.14558823529412,827.734117647059,4.504999999999999,30.248823529411766,SOLOTOP,Fiora,-1685.8181818181818,45.98242424242424,20.90909090909091,20.12242424242424,21.59151515151515,574.8409090909091,4.1924242424242415,31.390303030303034,SOLOTOP,Fiora
Lucashfm,78,56.41,2262.7045454545455,54.70659090909091,16.795909090909092,22.459318181818183,26.074318181818185,728.9888636363637,4.821136363636364,29.37522727272727,DUO_CARRYBOTTOM,Vayne,-839.1470588235294,54.84882352941176,17.25735294117647,22.79529411764706,24.36647058823529,626.9126470588236,4.431470588235293,31.273529411764706,DUO_CARRYBOTTOM,Vayne
KazumaSat0,76,43.42,1149.909090909091,50.70636363636363,18.456363636363633,18.037272727272725,17.27272727272727,540.3772727272727,3.109090909090909,30.27909090909091,DUO_SUPPORTBOTTOM,Morgana,-2225.5813953488373,44.70441860465116,18.873720930232558,18.38674418604651,17.74837209302326,468.9306976744185,3.2544186046511623,30.66046511627907,DUO_SUPPORTBOTTOM,Morgana
Majorherb,83,51.81,2149.8372093023254,50.015581395348825,17.804651162790694,20.205581395348837,22.838837209302323,725.9220930232558,3.7881395348837206,33.08395348837209,SOLOMID,Brand,-1564.625,48.558499999999995,20.35325,20.95975,22.961750000000002,563.9315,3.8902500000000004,30.1625,SOLOMID,Ekko
KodaTheGiraffe,79,48.1,1369.5263157894738,43.78499999999999,21.370263157894737,18.35684210526316,17.93,559.6936842105265,3.121578947368421,30.026842105263157,DUO_SUPPORTBOTTOM,Zyra,-1860.0243902439024,39.25048780487805,22.54390243902439,17.689999999999998,17.89048780487805,459.33414634146334,2.932926829268293,30.788780487804875,DUO_SUPPORTBOTTOM,Zyra
NYC00DRAGON,71,49.3,516.8857142857142,38.93714285714285,19.673142857142857,19.769428571428573,17.200857142857142,549.2411428571428,4.312857142857142,31.594000000000005,SOLOTOP,Garen,-2598.25,38.24361111111111,20.43916666666667,19.756666666666668,19.334722222222226,505.2830555555556,3.7313888888888886,29.86888888888889,SOLOTOP,Garen
oh web,75,48.0,910.5833333333334,44.51555555555555,20.472777777777775,20.880555555555556,21.215833333333332,582.32,4.403888888888889,29.622499999999995,SOLOMID,Sett,-491.1794871794872,43.139487179487176,19.058205128205124,21.556923076923074,21.326410256410256,549.3007692307692,4.510256410256409,31.289230769230763,SOLOMID,Sett
Pi Pi Mae,71,52.11,2446.837837837838,44.4672972972973,19.634054054054054,21.02675675675676,21.722972972972975,665.6586486486486,5.194864864864865,30.317027027027034,SOLOTOP,Riven,-1376.6176470588234,39.11088235294118,19.279117647058825,20.748235294117645,20.617941176470588,520.7335294117647,5.283235294117647,31.71705882352941,SOLOTOP,Riven
RUMBADIBOO,64,53.12,776.9705882352941,33.106764705882355,17.757941176470588,19.189117647058822,19.075000000000003,612.7644117647059,5.00764705882353,30.422058823529415,SOLOTOP,Yorick,-2069.2,36.364999999999995,19.493333333333336,20.39933333333333,21.282333333333334,587.7846666666667,4.9043333333333345,30.027333333333328,SOLOTOP,Yorick
Phade7,80,48.75,1947.179487179487,47.66333333333333,17.426153846153845,20.698205128205124,19.57589743589744,608.5061538461538,4.150256410256412,31.053589743589743,DUO_CARRYBOTTOM,Tristana,-932.6341463414634,48.008048780487805,16.804634146341467,20.706585365853655,18.65219512195122,533.4656097560976,4.209512195121952,33.32756097560975,DUO_CARRYBOTTOM,Tristana
NathanHO,72,50.0,1848.888888888889,46.66388888888889,21.099444444444444,20.25666666666667,20.55638888888889,641.9311111111111,3.5297222222222224,29.831111111111113,SOLOTOP,Ornn,-2835.6944444444443,46.78638888888889,19.284166666666664,19.61138888888889,19.90222222222222,525.1344444444444,3.3097222222222222,32.53666666666667,SOLOTOP,Leblanc
WHITEDEVIL9000,30,66.67,3917.05,46.668,20.235500000000002,23.434999999999995,25.155,754.0065000000001,6.681,28.379499999999997,SOLOTOP,Irelia,-2727.2,50.135000000000005,24.360999999999997,20.853,23.869999999999997,621.1990000000001,5.295,29.808,SOLOMID,Akali
John James Fan,82,56.1,2231.478260869565,49.64913043478262,21.396304347826085,21.290652173913042,22.936521739130438,758.1765217391305,4.915,30.776086956521734,DUO_CARRYBOTTOM,Zed,-1514.1944444444443,45.60416666666667,19.918888888888887,20.27194444444444,21.548055555555557,508.9505555555556,4.360833333333334,30.853888888888896,DUO_CARRYBOTTOM,Malphite
Shacolyte,89,52.81,956.0212765957447,50.396382978723395,21.896382978723405,17.91595744680851,21.730425531914893,705.9885106382977,1.987659574468085,30.978297872340427,DUO_SUPPORTBOTTOM,Velkoz,-1777.547619047619,49.614761904761906,21.597857142857144,18.118333333333332,20.347857142857144,530.4128571428572,2.1642857142857146,30.421666666666674,DUO_SUPPORTBOTTOM,Velkoz
N4tedagreat,73,52.05,241.3684210526316,45.65526315789473,18.463947368421053,18.148157894736844,14.902105263157894,429.2423684210526,2.204473684210526,29.673684210526318,NONEJUNGLE,Malzahar,-2538.714285714286,49.59657142857143,17.202857142857145,18.996571428571425,17.810000000000002,451.1471428571428,2.0082857142857145,30.40371428571429,NONEJUNGLE,Malzahar
EMPEROR XWW,80,47.5,2453.7631578947367,52.71052631578948,16.720789473684206,21.649473684210523,21.713421052631578,687.8692105263158,4.497105263157894,31.660263157894736,DUO_CARRYBOTTOM,Lucian,-2126.214285714286,46.528333333333336,19.20095238095238,20.395476190476188,19.172857142857147,501.4014285714286,4.03952380952381,30.769761904761904,DUO_CARRYBOTTOM,Lucian
NataIie,80,52.5,982.7619047619048,60.03023809523808,10.818809523809524,14.916666666666664,10.038095238095238,306.61476190476196,0.4642857142857143,30.738333333333333,DUO_SUPPORTBOTTOM,Nami,-689.2894736842105,63.08947368421053,11.410263157894738,16.094210526315788,13.110789473684209,346.20631578947365,0.7147368421052631,33.43815789473685,DUO_SUPPORTBOTTOM,Senna
Michelle31,73,42.47,1330.3548387096773,49.99483870967742,24.13032258064516,15.237419354838714,14.740322580645161,443.28645161290325,0.8641935483870967,31.420967741935485,DUO_SUPPORTBOTTOM,Lux,-1433.142857142857,46.775,21.55357142857143,15.319523809523808,16.504761904761903,446.8745238095238,1.007857142857143,31.746904761904766,DUO_SUPPORTBOTTOM,Lux
RichardfBm,71,50.7,1112.3333333333333,37.852222222222224,27.895555555555557,20.77055555555556,22.331944444444442,747.2230555555556,4.954444444444444,31.087222222222223,SOLOTOP,Yorick,-580.8571428571429,38.489714285714285,23.861428571428576,21.752571428571425,23.515142857142855,657.3417142857143,4.975142857142859,31.38171428571429,SOLOTOP,Yorick
DAKOTAROCHELOVE,82,48.78,2829.025,52.48174999999999,20.905,21.43325,24.518750000000004,801.24,4.94925,30.483249999999998,SOLOMID,Karma,-83.42857142857143,55.643571428571434,17.492619047619048,23.31047619047619,25.388571428571428,671.7016666666666,5.264047619047619,30.110476190476188,DUO_CARRYBOTTOM,Sivir
CBP USER,78,46.15,925.8888888888889,41.225833333333334,12.948888888888888,16.08972222222222,14.398611111111112,424.5102777777778,1.7236111111111112,30.47944444444445,DUO_SUPPORTBOTTOM,Malphite,-1662.3809523809523,39.23785714285714,12.359047619047617,15.780714285714286,13.588571428571433,343.1692857142857,1.4978571428571428,30.861190476190465,DUO_SUPPORTBOTTOM,Malphite
ioxo,73,53.42,2171.4102564102564,44.07153846153846,19.066153846153846,21.73538461538461,23.53102564102564,709.6248717948716,4.794358974358974,28.918461538461543,SOLOTOP,Tryndamere,-1225.3823529411766,43.36264705882353,18.901764705882353,20.030882352941177,22.362647058823526,593.4438235294119,3.987058823529412,30.385588235294122,SOLOTOP,Tryndamere
Content Crow,79,55.7,3657.3636363636365,58.27522727272728,20.898181818181815,21.64363636363636,26.251363636363635,842.8895454545453,3.4034090909090904,30.804999999999996,SOLOMID,Senna,-337.0571428571429,56.856,20.546,21.29885714285715,25.086,657.9445714285715,3.2239999999999998,31.08657142857143,SOLOMID,Pyke
salmonbarrel,81,44.44,705.3611111111111,46.721111111111114,17.636944444444445,20.437222222222218,20.213055555555556,617.4930555555554,5.032222222222222,30.435833333333335,DUO_CARRYBOTTOM,Sivir,-2750.3333333333335,46.15133333333333,16.84422222222222,20.805333333333337,19.563333333333333,494.98800000000006,5.089999999999999,30.98955555555556,DUO_CARRYBOTTOM,Draven
RingsOfSaturn,64,39.06,704.0,39.312400000000004,27.6904,18.683600000000002,15.392800000000001,497.1344,3.8752000000000004,29.1968,SOLOMID,Irelia,-1923.179487179487,43.00615384615384,22.12025641025641,19.641282051282047,18.373076923076926,465.476923076923,3.730512820512821,30.01717948717949,SOLOTOP,Irelia
GrumpyyCub,69,43.48,1756.6,54.06933333333333,19.776333333333334,19.630333333333333,19.832666666666668,637.5496666666667,2.6383333333333336,29.890000000000004,SOLOTOP,Senna,-1893.2564102564102,42.84897435897436,18.86051282051282,19.432820512820516,18.686666666666667,498.8466666666666,3.5212820512820517,31.049743589743592,SOLOTOP,Senna
NobleLegend562,80,46.25,1491.837837837838,50.99675675675675,20.77027027027027,20.90864864864865,20.407297297297298,640.1900000000002,3.0216216216216214,31.374324324324323,NONEJUNGLE,Shaco,-2424.3023255813955,50.35465116279069,21.683488372093024,20.60325581395349,20.489534883720932,579.9227906976744,2.8295348837209304,30.98093023255814,NONEJUNGLE,Shaco
InfernoFia,75,45.33,352.20588235294116,45.813235294117646,21.048823529411766,18.810882352941178,16.779705882352943,523.7741176470588,1.9797058823529408,31.873823529411766,NONEJUNGLE,Olaf,-2573.756097560976,48.90560975609756,18.818292682926824,19.46829268292683,19.56121951219512,500.2660975609756,2.4512195121951224,31.062439024390237,NONEJUNGLE,Olaf
TasteyHastey,17,76.47,1985.4615384615386,58.998461538461534,15.512307692307692,19.370769230769234,19.429999999999996,656.2007692307693,3.6876923076923083,29.255384615384614,DUO_CARRYBOTTOM,Soraka,-800.25,55.947500000000005,19.08,19.555,24.057499999999997,722.8,3.5825,32.305,DUO_CARRYBOTTOM,Annie
alt F4mine,29,65.52,3547.5789473684213,46.11526315789473,25.120526315789473,23.715263157894736,26.990000000000002,846.25,4.583157894736842,28.550526315789476,NONEJUNGLE,Riven,-975.2,46.925,19.023,23.65,24.041,767.6189999999999,4.505,32.529,SOLOTOP,Riven
Lavishh,78,37.18,1317.1724137931035,48.55482758620689,20.952068965517242,20.47758620689655,19.12206896551724,571.083448275862,3.0703448275862075,29.285517241379303,NONEJUNGLE,Elise,-2157.1632653061224,46.42081632653062,21.602653061224494,20.65265306122449,20.670408163265307,512.6771428571428,3.2591836734693875,28.99918367346939,NONEJUNGLE,Elise
