,GamesPlayed,WinRate,WinGoldDiff,WinKP,WinDP,WinGoldShare,WinDmgShare,WinDmgRate,WinCSRate,WinTime,WinningestRole,WinningestChampion,LoseGoldDiff,LoseKP,LoseDP,LoseGoldShare,LoseDmgShare,LoseDmgRate,LoseCSRate,LoseTime,LosingestRole,LosingestChampion
SaiyanNation,79,55.7,2370.9772727272725,52.76704545454547,14.476590909090907,21.591590909090908,19.49659090909091,579.4409090909091,4.672954545454545,30.41886363636364,DUO_CARRYBOTTOM,Ashe,-834.1142857142858,52.243714285714276,16.721999999999998,21.042571428571428,19.092857142857145,505.99257142857147,4.377714285714285,31.58085714285715,DUO_CARRYBOTTOM,MissFortune
LegOfLedjeans,72,44.44,1599.65625,43.817187499999996,22.495624999999997,20.71625,21.7428125,665.3346875,4.926875000000001,30.739687500000002,DUO_CARRYBOTTOM,Vayne,-2836.075,38.99975,22.014,19.427500000000002,19.97025,507.26374999999996,4.483,31.802250000000004,SOLOMID,Talon
Jungl Messiah,73,47.95,2841.0285714285715,57.14114285714287,24.90085714285714,21.96057142857143,23.960571428571427,749.4174285714284,1.5719999999999998,29.263142857142856,NONEJUNGLE,Graves,-673.1842105263158,54.10763157894737,22.04263157894737,20.735526315789475,22.654473684210526,623.1197368421053,1.416842105263158,31.066315789473684,NONEJUNGLE,Graves
YurryLeng,86,50.0,3157.906976744186,60.545348837209296,18.667441860465118,23.168837209302325,26.441860465116278,787.1211627906978,5.227209302325582,30.957674418604647,DUO_CARRYBOTTOM,Jhin,-1136.5116279069769,52.747441860465116,16.961162790697674,22.822790697674417,25.720697674418606,595.4511627906977,5.49953488372093,29.07883720930232,DUO_CARRYBOTTOM,Caitlyn
BabyPlutosMoon,79,51.9,1045.9024390243903,50.417804878048784,20.926341463414634,19.278048780487804,20.541951219512196,617.800975609756,4.379756097560976,31.13829268292683,SOLOMID,Annie,-2666.7105263157896,46.163157894736834,22.846578947368425,18.789736842105263,20.32710526315789,522.3178947368422,3.9281578947368416,31.315263157894737,SOLOMID,Annie
Hella Chroma,71,49.3,2730.657142857143,55.472857142857144,13.599142857142857,21.949714285714286,25.43228571428571,828.3365714285713,0.744,31.185142857142857,NONEJUNGLE,Evelynn,-1561.5,60.72305555555555,21.831388888888892,22.41638888888889,27.607222222222223,747.7161111111111,0.6183333333333334,29.839166666666667,NONEJUNGLE,Evelynn
smurfmedad,77,53.25,2118.560975609756,45.048292682926835,14.074146341463416,21.074146341463415,22.69512195121951,661.3019512195123,5.503414634146341,29.27853658536585,SOLOMID,Yasuo,-1153.5,48.868611111111115,15.44111111111111,21.97333333333333,22.450833333333335,558.8488888888891,5.361944444444445,29.518888888888885,SOLOMID,Ryze
ToxicTanner,79,56.96,182.17777777777778,48.660222222222224,21.98977777777778,15.574666666666667,9.81088888888889,293.8191111111111,1.082222222222222,29.003555555555558,DUO_SUPPORTBOTTOM,Leona,-2159.6470588235293,49.089411764705886,20.207058823529408,15.422058823529412,9.703529411764706,256.93,1.1176470588235294,31.007941176470588,DUO_SUPPORTBOTTOM,Leona
The F WordPolice,77,45.45,2786.885714285714,50.47685714285714,24.313714285714287,22.67114285714286,31.64857142857143,1013.7617142857142,5.468571428571428,29.104000000000003,SOLOMID,Vladimir,-1408.1666666666667,44.67595238095238,22.45547619047619,21.841904761904765,26.841666666666665,726.6707142857142,5.31547619047619,29.056666666666665,SOLOMID,Vladimir
 Lemon Evil,66,45.45,2070.5666666666666,51.50066666666666,21.79366666666667,21.795666666666666,22.058000000000003,701.1593333333333,4.189333333333333,28.86733333333333,DUO_CARRYBOTTOM,Fizz,-1921.4166666666667,52.635555555555555,20.45361111111111,20.272222222222226,19.27527777777778,494.11972222222226,3.5391666666666666,31.342777777777783,SOLOMID,Fizz
Ninfoodle,74,45.95,1932.7941176470588,53.54823529411765,23.085882352941177,17.238823529411764,17.103529411764708,549.9194117647058,1.3617647058823525,28.70558823529412,DUO_SUPPORTBOTTOM,Senna,-890.875,47.060500000000005,23.75675,17.62125,18.295499999999997,498.43050000000005,1.9535,30.515750000000004,DUO_SUPPORTBOTTOM,Senna
Kirbycd,72,45.83,1414.3333333333333,49.473939393939396,25.235454545454544,16.765151515151516,14.659999999999998,456.8981818181818,2.125151515151515,29.184848484848484,DUO_SUPPORTBOTTOM,Karma,-1261.4871794871794,53.51025641025641,23.610000000000003,17.491794871794873,18.77179487179487,483.0366666666667,2.0353846153846153,29.762564102564102,DUO_SUPPORTBOTTOM,Sion
Tilkov,74,41.89,1081.9354838709678,37.25774193548388,24.7041935483871,19.892903225806453,19.967741935483872,608.4932258064516,6.032903225806451,30.093870967741932,SOLOTOP,Singed,-1840.046511627907,37.48651162790697,24.130465116279073,19.949069767441863,22.862093023255813,591.6109302325582,4.648372093023256,30.940465116279075,SOLOTOP,Singed
ClairetCcM,78,58.97,1980.1739130434783,51.22586956521738,24.150869565217388,21.415652173913045,25.16086956521739,776.7984782608696,4.872608695652174,30.709782608695654,SOLOMID,Diana,-2084.625,41.283125000000005,19.0359375,20.2771875,21.5596875,552.365,4.4940625,29.3003125,SOLOMID,Diana
Avowin,75,56.0,1454.547619047619,55.72952380952382,25.395476190476188,15.660714285714286,13.55904761904762,410.3471428571428,1.2216666666666667,29.51,DUO_SUPPORTBOTTOM,Thresh,-1463.8181818181818,54.50787878787879,22.766060606060606,15.967575757575757,15.089090909090912,341.5009090909091,1.2536363636363639,29.367272727272727,DUO_SUPPORTBOTTOM,Thresh
Robbe,76,36.84,1392.3214285714287,46.575714285714284,17.51285714285714,20.119285714285716,20.876428571428573,688.7582142857144,4.844285714285715,29.779285714285713,SOLOTOP,Ahri,-1279.7083333333333,43.98833333333334,18.3575,21.05,21.45520833333333,590.0416666666666,5.0,29.896041666666665,SOLOTOP,Gnar
TY Bot Lane,68,51.47,2623.542857142857,55.79771428571429,18.28,22.407428571428568,19.713428571428572,575.1931428571428,1.478857142857143,30.519428571428566,NONEJUNGLE,RekSai,-1255.4545454545455,48.879090909090905,20.751818181818184,21.57484848484848,18.405454545454546,443.8151515151515,1.5193939393939395,31.570303030303027,NONEJUNGLE,RekSai
ZDE Chimera,70,55.71,2248.8205128205127,44.60461538461539,20.27358974358974,21.021538461538462,18.268717948717946,549.7841025641026,2.4292307692307693,30.025897435897434,NONEJUNGLE,Olaf,-1034.6129032258063,49.7241935483871,19.828064516129032,22.626129032258063,22.436129032258062,573.0193548387097,3.0487096774193545,30.88870967741935,NONEJUNGLE,Olaf
treestumpchriss,77,45.45,1092.0857142857142,54.953428571428574,19.39885714285714,18.272285714285715,21.89714285714286,683.3888571428572,3.4942857142857147,29.715999999999998,SOLOMID,Orianna,-2435.5,48.699999999999996,21.677142857142854,17.312380952380952,18.697619047619046,518.1235714285715,2.7523809523809524,30.895,SOLOMID,Orianna
Nev,89,52.81,827.4042553191489,51.99446808510639,16.322978723404255,14.69531914893617,9.684468085106381,269.6210638297872,0.8044680851063829,30.8359574468085,DUO_SUPPORTBOTTOM,Nautilus,-1910.4285714285713,52.99880952380953,15.67452380952381,14.563333333333336,11.24642857142857,269.00452380952385,0.7690476190476192,30.38095238095238,DUO_SUPPORTBOTTOM,Nautilus
JamalIsaBoss,87,58.62,806.1764705882352,55.81274509803922,14.615098039215686,15.131960784313726,9.747450980392157,285.5558823529411,0.9737254901960785,30.65156862745098,DUO_SUPPORTBOTTOM,Yuumi,-1752.5555555555557,57.67527777777778,15.808611111111109,14.880833333333335,11.25472222222222,276.775,0.5541666666666667,30.516111111111115,DUO_SUPPORTBOTTOM,Yuumi
Jessica Ina,74,43.24,486.15625,50.31375,25.9396875,15.410625000000001,13.0034375,414.27500000000003,1.4337499999999999,31.0240625,DUO_SUPPORTBOTTOM,Lux,-1651.9761904761904,47.7847619047619,24.475238095238097,16.144761904761907,14.119761904761905,372.4838095238095,1.3047619047619048,29.9397619047619,DUO_SUPPORTBOTTOM,Lux
SkurrSkurrSkurr,80,47.5,2123.4736842105262,51.48842105263158,13.911052631578947,16.698421052631577,18.60184210526316,572.0507894736842,1.4047368421052633,30.40552631578947,DUO_SUPPORTBOTTOM,Zyra,-914.3095238095239,50.8852380952381,18.351190476190474,16.64166666666667,19.368333333333332,527.630238095238,1.3842857142857143,31.62309523809524,DUO_SUPPORTBOTTOM,Zyra
Battleborn Kayle,78,48.72,1645.2105263157894,53.26973684210525,21.4321052631579,18.843947368421052,19.247105263157895,606.4134210526316,4.053947368421054,29.953157894736844,SOLOMID,Kayle,-1752.8,48.32000000000001,19.0305,19.2425,19.767000000000003,501.31050000000005,3.8207500000000003,31.078250000000004,SOLOMID,Kayle
YourGrandMother,77,49.35,1805.0526315789473,52.53868421052632,19.87657894736842,19.856578947368423,19.970526315789474,619.3355263157895,4.5278947368421045,30.372894736842103,DUO_CARRYBOTTOM,Jhin,-2293.051282051282,47.49717948717949,20.405641025641028,19.509999999999998,20.027179487179485,517.9058974358975,4.335897435897436,30.353333333333328,DUO_CARRYBOTTOM,MissFortune
D Bone,83,55.42,2134.717391304348,47.89478260869565,18.36413043478261,21.18521739130435,20.985000000000003,635.611956521739,4.312608695652172,28.948913043478267,DUO_CARRYBOTTOM,Caitlyn,-2090.027027027027,44.78675675675675,17.36918918918919,20.435405405405408,18.706486486486487,461.2913513513514,4.409459459459459,30.452162162162164,DUO_CARRYBOTTOM,Vayne
ZenTao,81,53.09,2330.3488372093025,46.075581395348834,20.232790697674417,22.99139534883721,20.571860465116277,612.326976744186,6.0053488372093025,31.933953488372094,DUO_CARRYBOTTOM,Jinx,-1493.7368421052631,49.95421052631579,20.035263157894736,22.962631578947367,21.735526315789475,525.1576315789474,5.524736842105264,29.78236842105263,DUO_CARRYBOTTOM,Jinx
Downy Infused,72,45.83,972.6363636363636,47.49727272727272,19.42727272727273,19.163333333333334,21.141818181818184,651.6272727272726,4.417575757575758,30.41848484848485,SOLOMID,Lux,-1778.2051282051282,47.34846153846155,17.73589743589744,19.5874358974359,19.422564102564102,512.2505128205129,3.7446153846153853,29.44128205128205,SOLOMID,Lux
Remzzyy,77,45.45,2949.4,44.50885714285714,20.254,22.188857142857145,19.944000000000003,584.6602857142857,3.3085714285714287,28.592000000000002,NONEJUNGLE,Jax,-1614.5238095238096,46.802142857142854,19.14857142857143,21.735238095238092,19.524761904761903,510.3111904761906,3.5300000000000002,30.451904761904764,NONEJUNGLE,Jax
