,GamesPlayed,WinRate,WinGoldDiff,WinKP,WinDP,WinGoldShare,WinDmgShare,WinDmgRate,WinCSRate,WinTime,WinningestRole,WinningestChampion,LoseGoldDiff,LoseKP,LoseDP,LoseGoldShare,LoseDmgShare,LoseDmgRate,LoseCSRate,LoseTime,LosingestRole,LosingestChampion
theonlyjman,82,51.22,2267.785714285714,52.220952380952376,17.58904761904762,21.858809523809523,23.59857142857143,740.9907142857143,5.184285714285714,29.794761904761902,DUO_CARRYBOTTOM,Caitlyn,-2327.45,47.36825,16.758249999999997,21.227249999999998,22.7015,582.2875,5.15075,30.206499999999995,DUO_CARRYBOTTOM,Ezreal
Kiteratsu,78,56.41,1138.7954545454545,46.296363636363644,16.953181818181818,20.084318181818176,20.79477272727273,627.9231818181818,4.014772727272727,29.928409090909085,SOLOMID,Katarina,-2197.0,50.06382352941176,17.283529411764704,20.850882352941177,21.988235294117647,562.465,4.000882352941177,31.426176470588235,SOLOMID,Katarina
DrevanOP,80,48.75,1618.6923076923076,45.91487179487179,21.655384615384612,21.20179487179487,18.265384615384612,602.9138461538462,2.6594871794871793,30.038205128205128,NONEJUNGLE,Warwick,-1580.9756097560976,47.49707317073171,19.152926829268292,21.00609756097561,18.48560975609756,477.6741463414634,3.0143902439024393,28.298048780487804,NONEJUNGLE,Caitlyn
PUMAPATAY518,44,56.82,3013.0,53.524800000000006,10.604000000000001,23.1032,21.5656,643.7651999999999,1.1887999999999999,27.547199999999997,NONEJUNGLE,Vi,285.8421052631579,58.25736842105264,14.987368421052631,23.722631578947368,25.19105263157895,670.9842105263158,3.128421052631579,32.933684210526316,NONEJUNGLE,Volibear
Specia,87,41.38,1013.25,55.208333333333336,16.49777777777778,14.865277777777777,10.143888888888888,304.1261111111112,0.7694444444444445,30.196666666666673,DUO_SUPPORTBOTTOM,Thresh,-2002.921568627451,50.06960784313725,18.254901960784313,15.27764705882353,10.78078431372549,264.9209803921569,0.9558823529411763,29.73,DUO_SUPPORTBOTTOM,Thresh
Stes,76,42.11,1033.90625,43.2203125,24.136875000000003,20.2696875,19.173125,597.8896875,3.5178125,29.480312499999997,NONEJUNGLE,Ekko,-2244.2954545454545,48.17113636363637,22.489772727272726,20.420454545454547,21.37568181818182,580.6693181818181,3.6654545454545455,31.62863636363636,DUO_CARRYBOTTOM,Vayne
JSaint89,85,45.88,867.0,55.5825641025641,13.517179487179487,14.959743589743592,10.957948717948717,333.32794871794863,0.9461538461538459,30.44538461538462,DUO_SUPPORTBOTTOM,Nami,-1456.4782608695652,50.54260869565218,15.880434782608695,15.458913043478264,13.148913043478261,352.09869565217394,1.0269565217391303,31.48434782608696,DUO_SUPPORTBOTTOM,Maokai
Hilliumz,78,46.15,689.9722222222222,47.57527777777777,23.188055555555557,18.43027777777778,16.961666666666666,564.3294444444444,2.3627777777777776,31.34638888888889,DUO_SUPPORTBOTTOM,Brand,-2162.595238095238,50.45666666666666,23.662142857142854,19.210238095238093,19.606904761904758,532.3040476190478,2.1571428571428575,31.000476190476196,NONEJUNGLE,MissFortune
sad desire pain,76,52.63,1464.85,54.105999999999995,24.3205,21.735999999999997,26.384249999999998,804.9667499999999,5.01175,31.59325,SOLOMID,Kassadin,-1487.8055555555557,52.3063888888889,19.388055555555553,21.2875,25.80638888888889,682.005,4.544444444444443,30.43972222222222,SOLOMID,Kassadin
Stovvadz,78,60.26,2378.255319148936,49.91340425531916,23.516808510638292,21.342978723404254,20.224893617021277,610.0821276595744,1.2227659574468084,28.858723404255322,NONEJUNGLE,Vi,-1409.5483870967741,52.45677419354839,22.10967741935484,21.285161290322577,19.49225806451613,507.48290322580647,1.289677419354839,30.545161290322582,NONEJUNGLE,Ekko
czaria,83,51.81,1255.906976744186,52.80976744186046,13.908372093023251,19.340930232558136,17.58418604651163,547.2367441860466,4.2046511627906975,30.249069767441856,DUO_CARRYBOTTOM,Ashe,-2406.55,50.06125,15.188999999999998,19.652749999999997,17.32575,390.3145,4.142,29.0995,DUO_CARRYBOTTOM,Leblanc
iFhAWayne,57,49.12,3231.535714285714,56.42142857142857,14.772142857142857,24.211071428571422,26.506071428571428,818.5867857142856,6.1242857142857146,30.357500000000005,DUO_CARRYBOTTOM,Lucian,-23.24137931034483,53.168965517241375,15.507931034482759,23.905862068965526,26.08379310344828,666.3544827586206,6.0120689655172415,28.268275862068965,DUO_CARRYBOTTOM,Lucian
L Ron Chubbard,88,51.14,1127.911111111111,53.20288888888889,18.311999999999998,14.903999999999998,9.589333333333334,303.7957777777778,0.5802222222222223,30.13955555555556,DUO_SUPPORTBOTTOM,Bard,-2047.8139534883721,51.416976744186044,18.287441860465115,14.372093023255811,9.852093023255815,244.8655813953488,0.5941860465116279,30.48511627906977,DUO_SUPPORTBOTTOM,Bard
hayzum,77,49.35,1366.6052631578948,51.554210526315785,15.350263157894732,18.734473684210524,14.820263157894738,433.9192105263158,2.7931578947368423,30.896842105263158,DUO_CARRYBOTTOM,Nunu,-2340.25641025641,45.59564102564102,17.656666666666666,17.73410256410256,16.013076923076923,369.7941025641026,2.8089743589743588,29.810256410256407,DUO_CARRYBOTTOM,Ezreal
SirMisty,74,50.0,1082.6486486486488,50.97918918918919,16.56162162162162,16.228918918918914,12.117567567567567,349.41513513513513,1.631081081081081,29.02,DUO_SUPPORTBOTTOM,Morgana,-2029.2432432432433,45.34837837837838,18.87810810810811,15.687027027027028,12.10918918918919,317.6881081081081,1.6510810810810812,30.86189189189189,DUO_SUPPORTBOTTOM,Leona
DahManOnDahMoon,84,58.33,1591.8775510204082,50.90632653061224,13.763265306122447,20.19326530612245,20.786938775510205,621.2067346938775,5.01591836734694,29.602653061224494,SOLOMID,Malzahar,-1641.9714285714285,45.21714285714285,13.920857142857141,20.593999999999998,21.65,493.11000000000007,4.491142857142857,29.345999999999997,SOLOMID,Malzahar
fearthequ33r,79,51.9,916.6341463414634,53.049756097560966,19.923170731707316,16.20219512195122,12.341219512195122,370.7868292682927,1.131219512195122,29.219756097560982,DUO_SUPPORTBOTTOM,Blitzcrank,-1963.5,51.776315789473685,20.408421052631574,16.484736842105264,13.467368421052633,339.27500000000003,1.5460526315789473,30.285263157894736,DUO_SUPPORTBOTTOM,Blitzcrank
Dumbski,75,46.67,1665.942857142857,49.132,18.592000000000002,19.79457142857143,17.401999999999997,558.7054285714287,1.4985714285714284,30.606285714285715,NONEJUNGLE,LeeSin,-1781.55,55.967000000000006,18.62825,19.86875,18.017000000000003,437.85375000000005,1.7659999999999996,29.75,NONEJUNGLE,LeeSin
ShadyIsTheName,78,47.44,740.1081081081081,43.52297297297298,18.25135135135135,16.839459459459462,12.133243243243243,361.24054054054056,1.2570270270270272,29.51540540540541,DUO_SUPPORTBOTTOM,Shaco,-1760.4878048780488,50.853170731707316,18.950000000000003,18.200243902439027,15.650731707317075,404.4114634146342,1.2985365853658535,31.26682926829268,DUO_SUPPORTBOTTOM,Shaco
Only Low Cost,82,53.66,2348.4545454545455,52.27909090909089,23.02590909090909,20.381818181818183,23.077045454545452,724.4118181818183,3.7118181818181823,28.323181818181812,DUO_SUPPORTBOTTOM,Blitzcrank,-1142.1052631578948,52.698684210526324,22.001842105263158,20.255526315789474,22.821315789473687,600.8923684210528,3.414736842105263,29.137894736842107,DUO_SUPPORTBOTTOM,Shaco
Gladstone,76,40.79,1365.967741935484,43.546129032258065,20.814516129032253,20.92129032258064,21.804516129032255,644.1754838709677,6.032258064516128,29.02548387096774,SOLOMID,Akali,-1297.8,49.783777777777786,18.54177777777778,21.46777777777778,22.760666666666665,584.5953333333333,5.100888888888889,29.348444444444446,SOLOMID,Akali
why r u playing,78,56.41,4014.340909090909,56.987500000000004,12.486136363636366,20.540681818181817,18.078181818181818,545.5693181818183,2.0834090909090914,31.844090909090912,DUO_SUPPORTBOTTOM,Pyke,-326.70588235294116,48.422941176470594,14.845,17.73970588235294,15.471176470588238,391.3814705882353,1.572058823529412,32.59264705882352,DUO_SUPPORTBOTTOM,Pyke
Dirtylilho,61,47.54,1785.2068965517242,49.741724137931044,15.89689655172414,17.753793103448277,15.544482758620688,481.0103448275862,2.503103448275862,29.466206896551725,DUO_SUPPORTBOTTOM,Nami,-1521.65625,53.508750000000006,18.295625,18.818125000000002,19.5346875,501.58093749999995,3.4646874999999997,31.0853125,DUO_SUPPORTBOTTOM,Janna
FRKapatain,81,53.09,2168.4883720930234,51.343720930232564,19.681627906976747,21.792093023255813,23.907209302325587,726.2455813953488,5.123953488372093,29.476744186046517,DUO_CARRYBOTTOM,Kaisa,-1647.7631578947369,47.88631578947369,21.562105263157896,21.068421052631578,20.75421052631579,513.2107894736841,4.803684210526316,29.543947368421055,DUO_CARRYBOTTOM,Kaisa
Aesthetic Aries,80,50.0,1045.35,48.2,22.55425,20.26125,23.002249999999997,736.15225,4.3505,30.199,DUO_CARRYBOTTOM,Vayne,-2714.425,48.52475,22.151,19.95925,21.881999999999998,594.3325000000001,3.9192500000000003,32.435,DUO_CARRYBOTTOM,Vayne
Galinha,80,51.25,2207.5365853658536,45.18243902439024,21.74682926829268,21.181951219512197,19.791219512195124,568.8387804878049,3.604146341463415,31.104146341463416,NONEJUNGLE,XinZhao,-958.7179487179487,46.56410256410256,17.731794871794868,22.66282051282051,24.553333333333338,592.8089743589743,3.8776923076923073,29.212820512820507,NONEJUNGLE,XinZhao
sad qt,45,60.0,4511.111111111111,53.48259259259259,17.474444444444444,24.21592592592593,32.96740740740741,1058.5511111111114,6.172962962962963,31.41925925925926,SOLOMID,Viktor,1320.111111111111,48.33611111111111,17.272222222222222,23.770555555555557,32.07611111111111,906.985,6.225,30.620000000000005,SOLOMID,Viktor
jester4613,77,44.16,500.6764705882353,40.94205882352941,19.49088235294117,17.875588235294117,15.133823529411764,458.6370588235294,3.9950000000000006,30.306176470588237,SOLOTOP,Shen,-2362.232558139535,44.06813953488372,17.833953488372092,20.49953488372093,19.72860465116279,484.39441860465115,4.708837209302326,30.418604651162784,SOLOTOP,Garen
Ultrawing,59,59.32,984.2857142857143,46.93628571428572,20.567714285714285,19.747142857142858,18.417142857142856,562.6997142857142,2.547714285714285,28.81,NONEJUNGLE,JarvanIV,-1821.6666666666667,48.24666666666667,17.15625,21.159166666666668,19.962500000000002,524.5258333333334,2.8866666666666667,30.086250000000003,NONEJUNGLE,Kaisa
GenoCyDe A1M,81,44.44,-77.16666666666667,48.3663888888889,23.482222222222223,19.013333333333335,16.456111111111113,538.1972222222223,3.1908333333333325,32.21972222222222,SOLOMID,MissFortune,-2598.511111111111,43.00533333333333,22.24577777777778,18.77377777777778,17.764444444444443,468.0635555555556,3.184666666666666,30.506666666666664,SOLOMID,Riven
Chuyyyy,77,54.55,877.8809523809524,43.93333333333334,10.439761904761905,19.628333333333337,17.419523809523806,518.5404761904762,4.562380952380952,30.266428571428577,SOLOMID,Sylas,-1696.4857142857143,42.96885714285713,13.868857142857141,20.62028571428571,19.103428571428573,442.51114285714283,4.246285714285714,30.303714285714282,NONEJUNGLE,Sylas
Celestial Fiend,73,46.58,2089.4117647058824,48.652058823529416,27.2,21.76058823529412,24.62764705882353,749.1085294117647,5.080882352941177,29.628529411764706,SOLOMID,Yasuo,-411.05128205128204,49.15512820512821,21.725384615384616,22.15128205128205,23.679230769230767,602.9930769230768,5.226410256410255,30.145897435897425,SOLOMID,Gangplank
KingLightSk1n,84,47.62,2017.1,47.502500000000005,21.14575,20.57125,19.74475,618.16825,3.53225,29.80775,SOLOMID,Yasuo,-1686.5,45.93477272727273,21.530681818181822,20.54045454545454,20.997272727272726,526.7325000000001,3.7643181818181826,29.28022727272727,SOLOMID,Veigar
TRexTexMex,81,53.09,1617.5581395348838,50.93790697674419,17.291395348837213,15.598837209302326,10.924186046511627,342.51581395348836,1.1886046511627908,29.936511627906977,DUO_SUPPORTBOTTOM,Thresh,-1653.5,52.598684210526315,18.923947368421057,16.000263157894736,12.121315789473686,295.28421052631575,1.278421052631579,29.748157894736845,DUO_SUPPORTBOTTOM,Thresh
Alcapwan ,72,58.33,2038.3095238095239,49.225476190476186,17.88219512195122,21.05547619047619,19.415238095238095,609.2888095238095,4.326666666666667,30.284285714285716,SOLOMID,Veigar,-1841.4,49.345000000000006,17.156,21.35666666666667,19.52966666666667,473.9473333333333,4.033333333333333,29.36233333333333,SOLOMID,Lucian
SymphonicKing,67,49.25,1916.5454545454545,46.76909090909091,21.40727272727273,21.088787878787876,25.014242424242422,825.2518181818181,3.6506060606060604,31.402121212121212,SOLOTOP,Sett,-1358.3823529411766,41.820882352941176,18.597941176470584,21.04529411764706,24.176764705882356,665.164705882353,3.8100000000000005,30.455882352941178,SOLOTOP,Sett
LenintheRedBear,64,64.06,1759.5121951219512,37.948780487804875,12.88487804878049,20.08829268292683,18.084634146341465,538.2536585365854,4.9680487804878055,30.586585365853658,SOLOTOP,Ornn,-1015.1739130434783,37.746086956521744,15.881304347826088,21.686521739130434,21.600434782608694,477.0160869565217,4.468260869565218,28.703043478260874,SOLOTOP,Garen
Jubjub554,73,49.32,2228.5,46.89,15.019444444444442,20.950833333333335,24.32111111111111,752.0324999999999,5.131388888888889,29.884166666666665,SOLOTOP,Kayle,-1481.8108108108108,41.83513513513514,16.585945945945948,20.787297297297297,23.98702702702703,574.518918918919,5.315675675675675,27.245135135135133,SOLOTOP,DrMundo
Chiatru,78,52.56,2513.6585365853657,47.73975609756097,15.352926829268291,21.149268292682923,21.561463414634147,654.209268292683,4.9539024390243895,30.67292682926829,SOLOTOP,Darius,-1742.054054054054,46.744054054054054,17.411621621621624,20.252702702702702,20.43189189189189,497.6851351351351,4.543243243243243,28.884054054054054,SOLOTOP,Darius
bestvayneafrica,74,51.35,2065.1052631578946,51.171578947368424,20.52315789473684,20.73894736842105,19.85315789473684,615.9831578947369,3.8286842105263155,32.242894736842096,DUO_CARRYBOTTOM,Fizz,-2027.5555555555557,52.441944444444445,20.78861111111111,21.423055555555553,21.690555555555555,533.9524999999999,4.318888888888889,29.431111111111118,DUO_CARRYBOTTOM,Fizz
LeviOnTheRift,81,39.51,1568.5625,51.781875,19.4353125,20.8265625,21.5803125,681.4393749999999,5.1084375,30.176874999999995,SOLOMID,Diana,-1745.6734693877552,49.239999999999995,19.750612244897958,20.841632653061225,20.635510204081633,538.8761224489796,5.116938775510205,29.786734693877555,SOLOMID,Jinx
VibeChecker,35,57.14,752.7,40.6595,23.168999999999997,19.5045,17.160500000000003,482.625,4.0040000000000004,30.5,SOLOMID,Talon,-1629.2,49.637333333333345,24.298000000000002,20.727999999999994,22.290666666666667,519.6986666666667,3.6646666666666667,30.412000000000003,SOLOMID,Talon
CaptiaTigerRider,73,47.95,-169.85714285714286,28.519714285714286,17.007714285714286,18.28057142857143,16.65085714285714,531.8594285714286,4.613714285714286,31.609142857142857,SOLOTOP,Mordekaiser,-2902.5789473684213,32.35078947368421,18.396052631578947,19.444210526315782,19.35815789473684,512.0607894736843,4.221052631578948,31.588421052631578,SOLOTOP,Mordekaiser
MugiwaraAce,81,48.15,1325.974358974359,55.00051282051283,21.93897435897436,18.033846153846152,17.97051282051282,573.945641025641,1.2874358974358977,29.77410256410256,DUO_SUPPORTBOTTOM,Swain,-2326.3809523809523,50.8345238095238,23.110714285714284,17.90214285714286,17.716666666666665,454.3390476190477,1.8285714285714285,29.069285714285712,DUO_SUPPORTBOTTOM,Swain
Evidiatheamazing,85,47.06,604.8,50.190999999999995,15.369499999999999,19.56825,18.5345,551.4875,4.77525,29.08175,DUO_CARRYBOTTOM,MissFortune,-2828.3777777777777,49.27044444444444,18.150222222222226,20.04022222222222,21.286222222222225,536.7835555555556,4.5037777777777785,31.11444444444445,DUO_CARRYBOTTOM,MissFortune
Quinncidental,63,44.44,453.0357142857143,43.96035714285715,22.302500000000002,18.759999999999998,18.298928571428572,585.2482142857142,3.2710714285714286,30.470714285714287,SOLOTOP,Maokai,-2540.114285714286,46.556000000000004,24.31114285714286,19.060857142857145,21.240285714285715,526.1717142857143,3.4074285714285715,29.996571428571432,SOLOTOP,Pantheon
lHectorl,70,52.86,162.0810810810811,56.477567567567554,20.52216216216216,19.01162162162162,15.132702702702705,483.01594594594593,2.441891891891892,29.47378378378379,NONEJUNGLE,Nunu,-3152.5454545454545,52.19242424242424,20.436060606060607,18.62212121212121,16.466969696969695,439.72333333333324,2.672121212121212,29.84333333333333,NONEJUNGLE,Nunu
Nightscar,72,44.44,1377.4375,43.561875,23.854999999999997,18.6965625,17.510624999999997,516.5962499999999,3.0571875,29.56375,DUO_SUPPORTBOTTOM,Braum,-2326.025,41.384249999999994,19.741000000000003,18.78175,17.8695,434.08975,2.91875,29.962249999999994,DUO_SUPPORTBOTTOM,Ezreal
Dakksauce,78,55.13,1711.4883720930231,49.997441860465116,15.988837209302325,19.029302325581394,17.789767441860466,543.1927906976745,2.4546511627906975,30.637674418604647,DUO_SUPPORTBOTTOM,Senna,-883.2571428571429,52.36028571428571,15.858857142857142,19.47542857142857,19.262285714285714,450.8797142857144,2.787714285714286,29.199142857142856,DUO_SUPPORTBOTTOM,Senna
Symphony Deux,79,46.84,720.8918918918919,55.03702702702703,17.647027027027026,18.651081081081085,20.833243243243242,657.465945945946,2.255135135135135,31.018918918918914,SOLOMID,Veigar,-2176.3333333333335,46.68857142857142,19.572142857142858,19.121428571428574,21.07119047619048,535.8269047619046,2.703333333333333,30.18714285714286,DUO_SUPPORTBOTTOM,Shaco
Edgebird,74,54.05,3265.325,50.029999999999994,21.583,21.992749999999997,27.734500000000004,896.9975000000001,4.1259999999999994,30.017000000000003,SOLOTOP,Mordekaiser,-698.3235294117648,49.93941176470588,18.924117647058825,21.092058823529413,25.37,672.045,3.420588235294117,30.66205882352941,DUO_SUPPORTBOTTOM,Brand
Turbo Lesbian,80,41.25,419.06060606060606,50.974545454545456,21.189393939393938,18.54666666666667,19.905151515151516,617.5318181818182,3.4096969696969697,29.788484848484845,SOLOMID,Senna,-2621.1063829787236,48.837446808510634,21.77531914893617,19.18872340425532,19.664042553191493,511.28063829787226,3.5059574468085093,29.79510638297872,SOLOMID,MissFortune
TTV Derthcobra,40,52.5,2477.9523809523807,50.228571428571435,29.458571428571425,22.595714285714287,25.050952380952385,854.3585714285714,2.597142857142857,28.414285714285718,NONEJUNGLE,Jax,-658.2631578947369,51.84842105263157,24.181578947368422,22.396842105263158,26.087894736842106,819.3889473684211,2.575263157894737,31.526315789473685,NONEJUNGLE,Ekko
alexliu620,71,49.3,2346.542857142857,46.97171428571429,14.362857142857143,19.577714285714286,18.64085714285714,565.2771428571428,3.5637142857142856,31.336,SOLOMID,Malzahar,-1440.4166666666667,44.57916666666667,17.013333333333332,20.15583333333333,21.025277777777774,550.6850000000001,3.9427777777777777,31.646666666666665,SOLOTOP,Malzahar
GalaxyBoomer,73,47.95,427.0571428571429,45.87685714285715,17.806285714285714,18.877428571428574,18.071714285714286,535.7248571428571,3.7371428571428567,30.86171428571428,DUO_CARRYBOTTOM,Senna,-1937.7631578947369,45.09026315789473,19.86078947368421,20.419473684210526,19.93263157894737,532.6723684210525,4.424736842105263,30.485000000000007,DUO_CARRYBOTTOM,Caitlyn
Cadenza Stellare,82,46.34,1297.2631578947369,57.70052631578947,21.223157894736843,15.467105263157896,11.369736842105262,341.415,0.5689473684210525,29.325526315789478,DUO_SUPPORTBOTTOM,Janna,-2175.9772727272725,51.66113636363636,20.858636363636364,14.940227272727272,11.943863636363636,303.0570454545454,0.6411363636363636,30.294318181818184,DUO_SUPPORTBOTTOM,Janna
Shy Nidalee,84,50.0,1099.6666666666667,54.28642857142855,19.75261904761905,15.44595238095238,12.883571428571425,390.797380952381,1.0080952380952382,28.2747619047619,DUO_SUPPORTBOTTOM,Lux,-1798.2380952380952,54.78904761904763,20.25785714285714,16.070952380952377,15.843333333333332,360.07595238095234,0.9828571428571429,27.073809523809526,DUO_SUPPORTBOTTOM,Lux
Wimpcow,79,40.51,2092.4375,49.5559375,16.723750000000003,21.515,22.6771875,705.1846875,5.174062500000001,30.2721875,DUO_CARRYBOTTOM,Kaisa,-977.6170212765958,51.86212765957447,18.00297872340425,22.39617021276596,24.088297872340423,648.6219148936171,5.048936170212766,32.1,DUO_CARRYBOTTOM,Senna
OG el Magnifico ,82,51.22,2075.8333333333335,52.79142857142857,16.211428571428574,18.687619047619048,19.142619047619046,568.6092857142858,2.6330952380952377,30.51238095238095,DUO_SUPPORTBOTTOM,Morgana,-751.65,52.473749999999995,17.748250000000002,19.125,19.527,472.92249999999996,3.084,29.70475,DUO_SUPPORTBOTTOM,Morgana
Im Ríven,50,46.0,3525.0,59.34652173913044,18.066521739130433,22.92260869565217,24.051304347826086,788.4908695652173,2.2395652173913048,31.19782608695652,NONEJUNGLE,MasterYi,-2065.1111111111113,51.92518518518519,23.609999999999996,20.922962962962963,24.727037037037032,613.7537037037036,2.9144444444444444,28.13740740740741,NONEJUNGLE,Kayn
HorneDawg,86,53.49,1735.108695652174,55.81934782608697,17.891086956521743,16.039130434782606,16.074347826086957,496.8858695652175,1.321086956521739,30.292391304347827,DUO_SUPPORTBOTTOM,Zilean,-658.9,54.307500000000005,18.0255,16.25075,18.5095,428.3860000000001,1.2545,29.591500000000003,DUO_SUPPORTBOTTOM,Zilean
Void Hazard,73,43.84,1406.75,43.6340625,17.534062499999997,20.3628125,19.9621875,605.486875,4.3465625,30.9990625,SOLOTOP,Darius,-1179.1951219512196,47.56268292682927,18.323414634146342,21.243658536585365,21.72512195121951,520.7590243902439,4.245853658536586,29.72731707317073,SOLOTOP,Darius
JoBrada,78,48.72,2936.9736842105262,48.70815789473684,23.025,21.860789473684207,22.119999999999997,687.9434210526315,3.910526315789474,30.57184210526316,NONEJUNGLE,Jax,-964.85,43.7675,21.388749999999998,21.725,22.9065,585.1795,4.3694999999999995,30.54525,SOLOTOP,Fiora
Cupcakeasaur,75,50.67,1983.1052631578948,43.73473684210526,16.08,20.421842105263153,22.81763157894737,711.1481578947368,4.97736842105263,30.763157894736835,SOLOTOP,Teemo,-1645.8108108108108,45.182702702702706,15.562702702702705,20.521081081081082,25.31351351351351,618.261891891892,4.853243243243244,29.34972972972973,SOLOTOP,Teemo
GeishaOil,71,46.48,2006.6363636363637,37.95363636363637,19.578181818181815,20.825757575757574,18.085151515151512,509.8842424242424,4.2,29.663030303030304,SOLOTOP,Fiora,-1210.6052631578948,42.46078947368421,17.672105263157892,21.607631578947366,18.158684210526314,472.2581578947369,3.4326315789473685,30.65289473684211,NONEJUNGLE,Fiora
Shimagame,75,46.67,1060.1714285714286,52.654,22.310000000000002,17.259714285714285,15.560857142857143,481.46285714285716,2.2765714285714282,30.459714285714284,DUO_SUPPORTBOTTOM,Neeko,-2485.1,48.60375,21.25725,16.629,15.153,406.42125,2.07175,31.54525,DUO_SUPPORTBOTTOM,Morgana
MaomiKins,68,52.94,3095.0833333333335,45.441388888888895,17.711666666666666,22.111388888888893,24.406388888888888,677.2225000000002,5.869166666666667,29.03611111111111,SOLOTOP,Darius,-803.09375,46.33625,21.190937499999997,21.5434375,23.663437499999997,590.2875,5.134375,30.999375,SOLOTOP,Darius
Jesus Has a GA,83,50.6,1311.0,52.221190476190486,18.047857142857143,20.63547619047619,27.153809523809525,809.6278571428572,4.621904761904762,29.640476190476186,SOLOMID,Velkoz,-1895.8292682926829,52.76926829268292,18.687073170731708,19.821707317073173,26.348048780487805,750.0863414634147,3.9068292682926824,32.5390243902439,SOLOMID,Velkoz
ArclightBrawndo,74,51.35,1840.7368421052631,51.39631578947368,15.77421052631579,18.377105263157897,16.85078947368421,504.945,1.5505263157894738,31.251315789473683,NONEJUNGLE,Malphite,-1864.0833333333333,47.35972222222223,19.448611111111113,17.6625,17.630833333333335,470.76027777777773,1.8483333333333332,31.935277777777774,DUO_SUPPORTBOTTOM,Malphite
ShikuX,78,56.41,2862.681818181818,49.63977272727274,18.44090909090909,21.425,22.27227272727273,680.0811363636363,4.328636363636364,30.883636363636366,SOLOMID,Talon,-1289.7058823529412,46.81470588235294,17.060882352941178,20.962941176470594,22.09676470588235,590.8567647058824,3.4997058823529406,29.96235294117647,SOLOMID,Kassadin
John Bness,84,50.0,1445.595238095238,43.92666666666666,13.613333333333333,20.428809523809523,20.256190476190476,604.870238095238,5.775000000000001,29.68380952380953,SOLOMID,Veigar,-963.9761904761905,48.68690476190476,13.644761904761904,21.64714285714286,21.639999999999997,556.9464285714286,5.708095238095238,31.459999999999997,SOLOMID,Veigar
Syrax,75,53.33,2205.775,51.235,14.389249999999999,21.487000000000002,21.405250000000002,688.6167499999999,5.41175,31.20475,DUO_CARRYBOTTOM,Ashe,-2708.057142857143,46.92028571428572,15.794857142857142,20.598571428571425,19.43342857142857,446.7074285714285,4.6739999999999995,27.785142857142862,DUO_CARRYBOTTOM,Ashe
PathofSix,75,46.67,1513.9142857142858,45.11457142857143,24.439714285714285,18.69342857142857,16.88114285714286,531.2345714285715,2.55,28.41485714285714,DUO_SUPPORTBOTTOM,TahmKench,-882.05,48.60025,21.390750000000004,18.76875,17.688499999999998,477.99225000000007,2.46525,30.260250000000003,DUO_SUPPORTBOTTOM,Soraka
inquisiti0n,70,42.86,2384.4333333333334,49.056999999999995,15.943333333333333,21.107999999999997,18.869000000000003,591.0606666666666,1.2256666666666662,30.561333333333334,NONEJUNGLE,LeeSin,-1987.075,46.647000000000006,17.4535,20.52475,17.792,493.08899999999994,1.7449999999999999,31.785500000000003,NONEJUNGLE,LeeSin
BLinTheBush,71,45.07,1299.5,40.42125,16.441875,19.70875,18.43125,543.5509375,4.550000000000001,32.55625,SOLOTOP,Darius,-2429.74358974359,36.99743589743589,18.667179487179485,19.193076923076926,17.39692307692308,467.1441025641025,4.117692307692308,32.90256410256411,SOLOTOP,Darius
FluffyVik,68,57.35,1530.4615384615386,41.314102564102576,22.296410256410255,21.183589743589746,22.97769230769231,678.1274358974358,5.668717948717949,29.03333333333333,SOLOTOP,Chogath,-1317.4137931034484,42.335517241379314,21.761034482758625,21.66206896551724,22.867586206896554,610.6944827586207,5.334482758620689,30.933448275862066,SOLOTOP,XinZhao
flanged phoenix,77,51.95,1220.325,52.577999999999996,20.768,19.581,20.0195,590.613,2.2337499999999997,28.997500000000002,NONEJUNGLE,Sejuani,-1785.972972972973,54.010540540540546,20.45891891891892,20.088378378378383,22.206216216216216,559.1237837837839,2.7075675675675672,30.19459459459459,NONEJUNGLE,Sejuani
buttgangbang1,73,39.73,1100.655172413793,43.82413793103449,23.21655172413793,18.53689655172414,20.880000000000003,603.335172413793,3.797241379310345,28.897241379310344,SOLOMID,Malzahar,-1248.090909090909,44.39022727272727,21.60090909090909,19.324545454545454,21.331363636363633,532.4906818181818,3.0122727272727277,31.075227272727272,SOLOMID,Malzahar
its psych,78,48.72,996.078947368421,57.37052631578947,20.959999999999997,14.758947368421053,9.72157894736842,304.70973684210526,0.9534210526315791,31.369999999999994,DUO_SUPPORTBOTTOM,Thresh,-1680.175,54.658,19.51475,14.823249999999998,10.1775,254.83,0.985,29.816499999999998,DUO_SUPPORTBOTTOM,Thresh
TROMiN,70,52.86,1988.945945945946,42.18486486486487,16.473513513513517,18.563513513513513,16.517567567567568,494.16540540540547,2.2170270270270267,29.5027027027027,DUO_SUPPORTBOTTOM,Fiddlesticks,-1351.5757575757575,49.080606060606065,19.430303030303033,19.40969696969697,21.45121212121212,543.9481818181819,2.775151515151515,30.533636363636365,DUO_SUPPORTBOTTOM,Fiddlesticks
Yoseiism,77,49.35,893.6052631578947,56.84894736842106,19.234736842105264,15.172631578947367,11.37921052631579,333.6436842105263,0.8531578947368421,27.11447368421053,DUO_SUPPORTBOTTOM,Soraka,-2532.641025641026,47.28435897435897,19.57410256410256,14.705384615384615,12.39794871794872,300.0282051282051,0.9876923076923078,27.991538461538465,DUO_SUPPORTBOTTOM,Soraka
